Time	Open	High	Low	Close	Volume
2017-02-08 14:00:00	257.178	258.78	256.2	257.51	30	216
2017-02-08 15:00:00	257.517	260.669	257.1	260.669	60	203
2017-02-08 16:00:00	260.68	261.61	260.28	261.318	60	105
2017-02-08 17:00:00	261.32	262.01	260.64	261.36	60	180
2017-02-08 18:00:00	261.36	262.88	261.32	262.87	60	40
2017-02-08 19:00:00	262.896	263.353	262.55	263.15	60	34
2017-02-08 20:00:00	263.03	263.237	261.19	261.928	60	110
2017-02-09 14:00:00	266.15	271.02	266.15	269.46	30	481
2017-02-09 15:00:00	269.468	269.7	266.9	269.02	60	174
2017-02-09 16:00:00	269.04	269.118	267.63	268.88	60	102
2017-02-09 17:00:00	268.88	269.24	268.25	268.91	60	112
2017-02-09 18:00:00	268.91	270.055	268.63	269.9	60	34
2017-02-09 19:00:00	269.91	270.92	268.71	269	60	190
2017-02-09 20:00:00	268.9	269.537	268.32	269.08	60	140
2017-02-10 14:00:00	269.696	269.706	266.13	267.259	30	185
2017-02-10 15:00:00	267.26	270.88	267.26	269.9	60	250
2017-02-10 16:00:00	269.9	270.21	268.51	269.52	60	192
2017-02-10 17:00:00	269.53	270.15	269.1	269.82	60	180
2017-02-10 18:00:00	269.82	270.165	269.33	269.53	60	60
2017-02-10 19:00:00	269.53	269.657	268.85	269.38	60	110
2017-02-10 20:00:00	269.38	269.439	268.88	269.15	60	65
2017-02-13 14:00:00	270.509	277.59	270.496	276.85	30	241
2017-02-13 15:00:00	276.85	278.58	275.83	277.35	60	83
2017-02-13 16:00:00	277.34	280.58	277.23	280.01	60	150
2017-02-13 17:00:00	280.01	280.455	277.51	279.51	60	160
2017-02-13 18:00:00	279.51	280.386	279.16	279.84	60	143
2017-02-13 19:00:00	279.85	280.11	279.34	280	60	190
2017-02-13 20:00:00	280.01	280.75	279.5	280.59	60	130
2017-02-14 14:00:00	278.868	286.155	278.75	285.859	30	505
2017-02-14 15:00:00	285.859	287.217	282.568	284.51	60	113
2017-02-14 16:00:00	284.656	284.85	282.75	283.8	60	144
2017-02-14 17:00:00	283.7	284.39	282.83	284.21	60	210
2017-02-14 18:00:00	284.25	284.25	282.15	283.266	60	60
2017-02-14 19:00:00	283.27	283.72	282.03	282.53	60	200
2017-02-14 20:00:00	282.53	282.77	280.41	280.696	60	83
2017-02-15 14:00:00	280	280.11	276.4	278.41	30	110
2017-02-15 15:00:00	278.46	281.52	278.31	281.52	60	220
2017-02-15 16:00:00	281.51	282.14	280.01	280.13	60	180
2017-02-15 17:00:00	280.148	281.4	279.94	280.38	60	32
2017-02-15 18:00:00	280.38	280.55	279.06	279.8	60	210
2017-02-15 19:00:00	279.8	279.82	277.46	277.9	60	140
2017-02-15 20:00:00	277.89	279.85	277.88	279.71	60	110
2017-02-16 14:00:00	277.419	279.54	276.91	278.78	30	384
2017-02-16 15:00:00	278.75	278.8	275.31	275.62	60	170
2017-02-16 16:00:00	275.619	275.749	274.2	274.71	60	71
2017-02-16 17:00:00	274.73	275.084	272.12	272.42	60	120
2017-02-16 18:00:00	272.34	272.5	268.51	271.04	60	160
2017-02-16 19:00:00	271.195	272.18	270.13	271.22	60	95
2017-02-16 20:00:00	271.22	271.25	268.65	268.94	60	90
2017-02-17 14:00:00	264.949	268.73	264.12	267.92	30	53
2017-02-17 15:00:00	267.92	268.892	265.64	266.21	60	233
2017-02-17 16:00:00	266.21	267.76	265.51	267.6	60	91
2017-02-17 17:00:00	267.6	272.16	267.12	272.15	60	220
2017-02-17 18:00:00	272.15	272.8	270.78	271.63	60	125
2017-02-17 19:00:00	271.64	272.408	270.28	270.5	60	110
2017-02-17 20:00:00	270.507	272.219	270.47	272.21	60	123
2017-02-21 14:00:00	274.986	279.627	274.008	279.27	30	518
2017-02-21 15:00:00	279.27	281.23	277.27	277.75	60	430
2017-02-21 16:00:00	277.75	278.84	276.59	277.53	60	110
2017-02-21 17:00:00	277.54	278	277	277.626	60	140
2017-02-21 18:00:00	277.63	278.34	277.63	278.31	60	150
2017-02-21 19:00:00	278.31	279.34	278.05	278.31	60	43
2017-02-21 20:00:00	278.307	278.75	277.09	277.35	60	123
2017-02-22 14:00:00	279.97	283.23	277.2	277.55	30	215
2017-02-22 15:00:00	277.55	278.076	275	275.509	60	140
2017-02-22 16:00:00	275.51	275.54	272.56	273.15	60	70
2017-02-22 17:00:00	273.155	274.81	272.83	274.57	60	85
2017-02-22 18:00:00	274.668	275.83	274.5	275.55	60	82
2017-02-22 19:00:00	275.56	275.898	273.6	274.4	60	130
2017-02-22 20:00:00	274.4	274.75	273.1	273.26	60	50
2017-02-23 14:00:00	263.999	264.28	257.54	262	30	663
2017-02-23 15:00:00	262	262.07	257.69	258.17	60	120
2017-02-23 16:00:00	258.175	259.28	256.3	259.01	60	225
2017-02-23 17:00:00	259.01	260.905	258.73	260.21	60	140
2017-02-23 18:00:00	260.21	260.769	257.13	257.36	60	120
2017-02-23 19:00:00	257.25	258.26	256.8	257.12	60	130
2017-02-23 20:00:00	257.13	257.89	255.56	255.925	60	100
2017-02-24 14:00:00	252.245	254.62	250.19	251.297	30	116
2017-02-24 15:00:00	251.296	256.89	251.296	256.74	60	124
2017-02-24 16:00:00	256.74	257.16	255.4	256.745	60	140
2017-02-24 17:00:00	256.756	257.972	256.6	257.55	60	54
2017-02-24 18:00:00	257.55	258.188	256.84	257.06	60	61
2017-02-24 19:00:00	257.07	257.07	255.06	255.77	60	100
2017-02-24 20:00:00	255.77	257.019	255.24	256.96	60	160
2017-02-27 14:00:00	247.995	248.19	242	244.36	30	189
2017-02-27 15:00:00	244.47	246.48	243.1	245.2	60	3
2017-02-27 16:00:00	245.22	246.609	245.22	246.18	60	74
2017-02-27 17:00:00	246.18	246.286	244.15	244.34	60	90
2017-02-27 18:00:00	244.34	245.13	243.24	243.98	60	95
2017-02-27 19:00:00	244.07	244.85	243.55	244.51	60	25
2017-02-27 20:00:00	244.518	246.26	244.32	246.137	60	96
2017-02-28 14:00:00	244.116	249.5	243.807	249.27	30	338
2017-02-28 15:00:00	249.27	250.96	248.72	249.399	60	220
2017-02-28 16:00:00	249.4	249.45	247.14	247.59	60	260
2017-02-28 17:00:00	247.64	248.91	247.12	248.9	60	60
2017-02-28 18:00:00	248.9	249.945	248.86	249.31	60	63
2017-02-28 19:00:00	249.32	249.53	248.38	248.7	60	90
2017-02-28 20:00:00	248.7	250.03	246.81	249.99	60	74
2017-03-01 14:00:00	254.008	254.706	251.6	252.326	30	95
2017-03-01 15:00:00	252.33	253.59	249.99	250.07	60	170
2017-03-01 16:00:00	250.01	251.75	249.13	251.09	60	360
2017-03-01 17:00:00	251.09	252.632	251.09	251.62	60	160
2017-03-01 18:00:00	251.62	252.51	251.4	252.21	59	213
2017-03-01 19:00:00	252.217	252.3	250.63	251.21	60	163
2017-03-01 20:00:00	251.21	251.37	249.8	249.98	60	31
2017-03-02 14:00:00	249.649	253.19	248.27	251.26	30	102
2017-03-02 15:00:00	251.26	251.66	250.08	251.01	60	301
2017-03-02 16:00:00	251.01	251.01	248.65	249.147	60	92
2017-03-02 17:00:00	249.15	249.79	248.5	249.69	60	100
2017-03-02 18:00:00	249.69	250.22	249.24	250.04	60	120
2017-03-02 19:00:00	250.096	251.007	249.9	250.95	60	64
2017-03-02 20:00:00	250.96	251.14	250.347	250.47	60	140
2017-03-03 14:00:00	250.599	251.68	250.2	250.56	30	145
2017-03-03 15:00:00	250.566	250.93	249.4	250.02	60	184
2017-03-03 16:00:00	249.94	250.54	249	249.6	60	110
2017-03-03 17:00:00	249.68	250.61	249.49	250.22	60	70
2017-03-03 18:00:00	250.2	250.61	249.75	250.23	60	60
2017-03-03 19:00:00	250.29	251.01	249.91	250.88	60	50
2017-03-03 20:00:00	250.89	251.54	250.55	251.54	60	30
2017-03-06 14:00:00	247.766	250.34	247.515	250.1	30	358
2017-03-06 15:00:00	250.107	250.12	248.36	249.218	60	123
2017-03-06 16:00:00	249.215	249.39	248.48	248.8	60	185
2017-03-06 17:00:00	248.798	249.276	248.42	248.61	60	162
2017-03-06 18:00:00	248.7	249.81	248.66	249.61	60	80
2017-03-06 19:00:00	249.61	250.74	249.32	250.68	60	80
2017-03-06 20:00:00	250.696	251.675	250.44	251.29	60	44
2017-03-07 14:00:00	251.898	253.75	251.85	252.35	30	94
2017-03-07 15:00:00	252.34	252.92	251.107	251.43	60	310
2017-03-07 16:00:00	251.57	251.69	250.05	250.57	60	130
2017-03-07 17:00:00	250.57	250.62	249.638	250.29	60	114
2017-03-07 18:00:00	250.25	250.587	249.5	249.54	58	100
2017-03-07 19:00:00	249.67	250.1	249.265	249.34	60	10
2017-03-07 20:00:00	249.336	249.64	248.35	248.575	60	174
2017-03-08 14:00:00	246.909	249.24	245.32	248.09	30	94
2017-03-08 15:00:00	248.105	249.73	247.4	249.33	60	195
2017-03-08 16:00:00	249.326	249.94	247.6	248.64	60	164
2017-03-08 17:00:00	248.65	249.495	248.04	248.99	60	60
2017-03-08 18:00:00	248.99	249.71	248.75	248.96	60	215
2017-03-08 19:00:00	248.96	248.96	247.5	247.72	60	130
2017-03-08 20:00:00	247.71	248.09	246.57	246.85	60	150
2017-03-09 14:00:00	247.535	248.135	246.27	247.209	30	797
2017-03-09 15:00:00	247.215	248.57	247.005	247.31	60	285
2017-03-09 16:00:00	247.25	247.57	246.37	246.42	60	160
2017-03-09 17:00:00	246.42	246.57	244.8	245.09	60	120
2017-03-09 18:00:00	245.09	245.45	244.26	244.63	60	180
2017-03-09 19:00:00	244.69	244.69	243	243.73	60	70
2017-03-09 20:00:00	243.748	245.46	243.748	244.849	60	72
2017-03-10 14:00:00	246.17	246.25	244.1	244.377	30	385
2017-03-10 15:00:00	244.376	245.48	243.26	245.04	60	84
2017-03-10 16:00:00	245.04	245.21	244.28	244.51	60	111
2017-03-10 17:00:00	244.51	244.79	243.1	243.68	60	40
2017-03-10 18:00:00	243.7	243.75	243	243.39	60	120
2017-03-10 19:00:00	243.4	244.28	243.4	243.61	60	70
2017-03-10 20:00:00	243.61	244.14	243.497	243.67	60	60
2017-03-13 13:00:00	244.156	245.272	242.729	243.8	30	588
2017-03-13 14:00:00	243.831	246.76	243.218	245.49	60	155
2017-03-13 15:00:00	245.49	246.52	245.46	246.167	60	204
2017-03-13 16:00:00	246.16	246.64	245.75	245.84	59	50
2017-03-13 17:00:00	245.89	245.96	244.946	245.38	60	40
2017-03-13 18:00:00	245.33	245.59	244.9	245	60	40
2017-03-13 19:00:00	245.01	246.22	245.01	246.13	60	40
2017-03-13 20:00:00	246.156	246.156	245.795	245.999	19	17
2017-03-14 13:00:00	246.04	248.624	246.004	246.627	30	149
2017-03-14 14:00:00	246.596	248.03	246.444	247.63	60	171
2017-03-14 15:00:00	247.63	253.105	247.3	251.535	60	90
2017-03-14 16:00:00	251.53	254.79	251.53	253.75	60	120
2017-03-14 17:00:00	253.75	257.14	253.75	256.48	60	80
2017-03-14 18:00:00	256.48	257.518	255.93	256.74	60	102
2017-03-14 19:00:00	256.75	258.1	255.69	258.05	60	190
2017-03-14 20:00:00	258.016	258.019	257.997	257.997	1	78
2017-03-15 13:00:00	256.88	260.77	256.21	256.89	30	712
2017-03-15 14:00:00	256.89	257.7	254.676	255.28	60	311
2017-03-15 15:00:00	255.299	256.076	254.25	256	60	81
2017-03-15 16:00:00	256.006	256.42	255.13	255.2	60	54
2017-03-15 17:00:00	255.14	255.54	254.9	255.44	60	90
2017-03-15 18:00:00	255.45	256.84	255.29	256.55	60	100
2017-03-15 19:00:00	256.55	256.88	255.7	255.767	60	115
2017-03-15 20:00:00	255.766	255.766	255.765	255.765	1	56
2017-03-16 13:00:00	262.37	262.495	259	261.25	30	120
2017-03-16 14:00:00	261.256	261.62	260.03	261	60	104
2017-03-16 15:00:00	261	265.729	261	264.45	60	140
2017-03-16 16:00:00	264.456	265.08	263.5	264.48	60	104
2017-03-16 17:00:00	264.48	265.27	263.43	263.9	60	190
2017-03-16 18:00:00	263.905	264.13	261.83	263.21	60	125
2017-03-16 19:00:00	263.21	263.376	261.5	262.11	60	114
2017-03-16 20:00:00	262.076	262.076	262.056	262.056	1	79
2017-03-17 13:00:00	263.85	264.97	262.5	263.1	30	150
2017-03-17 14:00:00	263.1	263.73	262.21	263.35	60	170
2017-03-17 15:00:00	263.36	264.56	262.99	264.13	60	70
2017-03-17 16:00:00	264.13	265.26	263.86	264.7	60	70
2017-03-17 17:00:00	264.71	264.89	263.15	263.29	60	100
2017-03-17 18:00:00	263.3	263.5	261.46	262.48	60	130
2017-03-17 19:00:00	262.55	262.56	261.19	261.2	60	70
2017-03-20 13:00:00	260.87	261.88	259.5	259.84	30	120
2017-03-20 14:00:00	259.85	263.54	258.82	263.34	60	140
2017-03-20 15:00:00	263.34	264.41	262.43	262.98	60	60
2017-03-20 16:00:00	262.98	263.39	262.25	262.74	60	70
2017-03-20 17:00:00	262.77	262.84	261.14	261.26	60	80
2017-03-20 18:00:00	261.31	261.64	260.43	260.94	60	150
2017-03-20 19:00:00	260.95	262.12	260.95	261.88	60	130
2017-03-21 13:00:00	262.76	264.74	262.22	264.52	30	240
2017-03-21 14:00:00	264.52	264.7	259.71	259.92	60	140
2017-03-21 15:00:00	259.91	260.24	252.11	255.68	60	140
2017-03-21 16:00:00	255.7	256.09	253.19	253.8	60	80
2017-03-21 17:00:00	253.8	253.94	251.54	251.98	60	150
2017-03-21 18:00:00	251.98	254.53	251.25	253.53	60	110
2017-03-21 19:00:00	253.53	254.44	250.24	250.68	60	110
2017-03-22 13:00:00	251.44	254.48	250.8	250.85	30	140
2017-03-22 14:00:00	250.85	253.3	250.5	252.48	60	250
2017-03-22 15:00:00	252.48	253.16	251.51	252.83	60	310
2017-03-22 16:00:00	252.84	253.02	251.6	251.75	60	100
2017-03-22 17:00:00	251.75	252.61	251.28	251.8	59	200
2017-03-22 18:00:00	251.81	252.69	251.8	252.68	60	210
2017-03-22 19:00:00	252.67	255.06	252.6	255.02	60	100
2017-03-23 13:00:00	255.01	255.18	253.3	254.18	30	150
2017-03-23 14:00:00	254.3	257.12	254.25	256.46	60	200
2017-03-23 15:00:00	256.46	257.6	255.94	256.37	60	220
2017-03-23 16:00:00	256.39	257.09	255.8	256.94	59	210
2017-03-23 17:00:00	256.94	257.15	254.52	255.38	60	140
2017-03-23 18:00:00	255.33	256.3	255.12	255.83	59	200
2017-03-23 19:00:00	255.81	256.17	254.46	254.8	60	150
2017-03-24 13:00:00	255.4	259.2	255	259.2	30	300
2017-03-24 14:00:00	259.04	260.49	257.9	260.067	60	180
2017-03-24 15:00:00	260.16	261.63	259.62	261.48	60	310
2017-03-24 16:00:00	261.48	261.83	260.11	260.99	60	45
2017-03-24 17:00:00	260.989	261.64	260.5	260.97	60	131
2017-03-24 18:00:00	260.975	261.32	259.89	260.01	60	115
2017-03-24 19:00:00	260.01	263.87	259.02	263.28	60	121
2017-03-24 20:00:00	263.259	263.259	263.137	263.137	1	93
2017-03-27 13:00:00	260.45	267.71	259.75	266.1	30	180
2017-03-27 14:00:00	266	269.2	265.2	267.66	60	120
2017-03-27 15:00:00	267.67	267.83	265.596	266.197	60	140
2017-03-27 16:00:00	266.22	267.356	265.717	267.096	60	133
2017-03-27 17:00:00	267.098	268.026	266.459	267.418	60	122
2017-03-27 18:00:00	267.418	268.617	266.757	268.536	60	162
2017-03-27 19:00:00	268.537	270.486	267.886	270.186	60	136
2017-03-28 13:00:00	278.008	279.718	274.996	277.009	30	26
2017-03-28 14:00:00	276.926	277.649	275.247	276.436	60	388
2017-03-28 15:00:00	276.418	278.288	276.396	277.787	60	144
2017-03-28 16:00:00	277.766	278.64	277.376	278.468	60	105
2017-03-28 17:00:00	278.496	280.628	278.496	279.096	60	168
2017-03-28 18:00:00	279.106	279.516	277.426	277.436	60	136
2017-03-28 19:00:00	277.476	277.877	276.618	277.407	60	98
2017-03-29 13:00:00	277.516	279.45	276.176	278.96	30	246
2017-03-29 14:00:00	278.966	279.008	277.358	278.328	60	136
2017-03-29 15:00:00	278.228	278.497	275.896	276.016	60	243
2017-03-29 16:00:00	276.066	276.776	275.546	275.658	60	118
2017-03-29 17:00:00	275.658	276.566	275.536	276.426	60	83
2017-03-29 18:00:00	276.428	277.736	276.278	277.619	60	94
2017-03-29 19:00:00	277.618	277.827	277.036	277.319	60	136
2017-03-29 20:00:00	277.327	277.327	277.327	277.327	1	63
2017-03-30 13:00:00	278.006	281.896	277.166	280.698	30	135
2017-03-30 14:00:00	280.696	281.248	279.207	280.116	60	198
2017-03-30 15:00:00	280.126	281.477	278.796	278.796	60	55
2017-03-30 16:00:00	278.728	279.548	278.416	278.519	60	184
2017-03-30 17:00:00	278.518	279.07	278.146	278.328	60	142
2017-03-30 18:00:00	278.338	278.749	277.466	277.776	60	126
2017-03-30 19:00:00	277.788	278.316	277.448	277.768	60	126
2017-03-31 13:00:00	278.699	279.146	276.258	278.408	30	221
2017-03-31 14:00:00	278.427	278.796	276.798	277.54	60	154
2017-03-31 15:00:00	277.479	278.47	277.446	278.129	60	144
2017-03-31 16:00:00	278.128	278.729	277.936	278.729	60	116
2017-03-31 17:00:00	278.7	279.628	278.477	278.789	60	113
2017-03-31 18:00:00	278.796	279.399	278.296	279.178	60	147
2017-03-31 19:00:00	279.179	279.446	278.286	278.306	60	83
2017-03-31 20:00:00	278.396	278.396	278.396	278.396	1	16
2017-04-03 13:00:00	287.067	289.859	284.616	289.498	30	277
2017-04-03 14:00:00	289.498	294.029	289.498	292.008	60	105
2017-04-03 15:00:00	292.006	293.955	290.91	292.225	60	128
2017-04-03 16:00:00	292.226	292.308	290.766	292.078	60	156
2017-04-03 17:00:00	292.099	294.368	291.986	294.057	60	73
2017-04-03 18:00:00	294.056	297.599	293.698	297.52	60	85
2017-04-03 19:00:00	297.52	298.988	296.268	298.497	60	191
2017-04-03 20:00:00	298.499	298.499	298.445	298.455	1	24
2017-04-04 13:00:00	297.209	300.798	295.998	296.617	30	154
2017-04-04 14:00:00	296.639	302.808	294.548	302.599	60	264
2017-04-04 15:00:00	302.775	303.908	301.056	302.888	60	79
2017-04-04 16:00:00	302.886	303.559	301.578	301.689	60	116
2017-04-04 17:00:00	301.689	302.628	300.708	301.416	60	164
2017-04-04 18:00:00	301.385	303.809	301.385	303.717	60	128
2017-04-04 19:00:00	303.716	304.789	303.266	303.656	60	108
2017-04-04 20:00:00	303.659	303.659	303.657	303.657	1	46
2017-04-05 13:00:00	302.006	303.848	300.698	301.11	30	84
2017-04-05 14:00:00	301.11	301.754	299.246	301.058	60	91
2017-04-05 15:00:00	301.056	301.86	299.748	300.646	60	165
2017-04-05 16:00:00	300.648	301.388	300.108	301.339	60	176
2017-04-05 17:00:00	301.338	304.799	301.336	304.237	60	112
2017-04-05 18:00:00	304.239	304.239	300.758	300.83	60	51
2017-04-05 19:00:00	300.83	301.23	294.238	294.799	60	65
2017-04-05 20:00:00	294.799	294.799	294.795	294.795	1	204
2017-04-06 13:00:00	296.545	298.629	294.127	297.198	30	728
2017-04-06 14:00:00	297.206	299.839	296.678	299.43	60	297
2017-04-06 15:00:00	299.43	301.749	299.007	299.748	60	211
2017-04-06 16:00:00	299.748	300.16	298.498	299.146	60	244
2017-04-06 17:00:00	299.146	299.419	296.796	299.008	60	147
2017-04-06 18:00:00	299.008	299.349	297.147	297.338	60	77
2017-04-06 19:00:00	297.345	298.908	297.146	298.689	60	148
2017-04-06 20:00:00	298.645	298.645	298.598	298.598	1	57
2017-04-07 13:00:00	297.497	300.88	297.096	298.25	30	326
2017-04-07 14:00:00	298.25	301.648	298.047	300.518	60	342
2017-04-07 15:00:00	300.518	301.819	300.22	300.537	60	183
2017-04-07 16:00:00	300.536	302.498	300.448	302.448	60	157
2017-04-07 17:00:00	302.455	302.499	300.766	301.068	60	99
2017-04-07 18:00:00	301.069	302.138	300.798	300.969	60	191
2017-04-07 19:00:00	300.969	302.546	300.856	302.537	60	193
2017-04-07 20:00:00	302.537	302.537	302.419	302.419	1	8
2017-04-10 13:00:00	309.097	313.499	308.697	312.448	30	166
2017-04-10 14:00:00	312.459	312.726	310.206	311.256	60	213
2017-04-10 15:00:00	311.257	312.279	310.766	311.319	60	196
2017-04-10 16:00:00	311.316	311.399	309.248	310.159	60	245
2017-04-10 17:00:00	310.159	312.887	310.159	312.487	60	53
2017-04-10 18:00:00	312.439	312.948	310.968	312.638	60	222
2017-04-10 19:00:00	312.646	312.819	311.225	312.379	60	87
2017-04-10 20:00:00	312.338	312.338	312.298	312.298	1	54
2017-04-11 13:00:00	312.495	313.236	308.047	308.838	30	597
2017-04-11 14:00:00	308.936	309.998	305.496	306.107	60	59
2017-04-11 15:00:00	306.11	308.788	305.627	308.169	60	201
2017-04-11 16:00:00	308.168	310.508	308.126	309.676	60	93
2017-04-11 17:00:00	309.699	310.338	308.828	309.589	60	55
2017-04-11 18:00:00	309.589	309.745	308.296	309.298	60	152
2017-04-11 19:00:00	309.297	309.44	308.008	308.596	60	94
2017-04-11 20:00:00	308.595	308.609	308.595	308.609	1	106
2017-04-12 13:00:00	306.249	308.339	305.578	306.46	30	753
2017-04-12 14:00:00	306.457	307.318	305.51	305.608	60	185
2017-04-12 15:00:00	305.608	305.806	301.386	303.13	60	155
2017-04-12 16:00:00	303.158	303.399	301.396	301.607	60	154
2017-04-12 17:00:00	301.746	302.908	301.637	302.908	60	135
2017-04-12 18:00:00	302.918	303.088	298.968	299.216	60	174
2017-04-12 19:00:00	299.258	299.339	296.296	296.797	60	74
2017-04-12 20:00:00	296.795	296.795	296.795	296.795	1	50
2017-04-13 13:00:00	296.597	299.986	295.288	297.648	30	85
2017-04-13 14:00:00	297.645	299.808	297.248	299.038	60	327
2017-04-13 15:00:00	299.038	301.998	299.026	300.997	60	244
2017-04-13 16:00:00	301.007	301.01	298.588	298.919	60	134
2017-04-13 17:00:00	298.919	301.679	297.366	301.679	60	131
2017-04-13 18:00:00	301.676	307.308	301.356	305.686	60	87
2017-04-13 19:00:00	305.688	306.197	303.176	304.289	60	115
2017-04-13 20:00:00	304.282	304.282	303.997	303.997	1	10
2017-04-17 13:00:00	302.506	303.867	298.679	300.33	30	295
2017-04-17 14:00:00	300.329	302.258	299.63	300.88	60	403
2017-04-17 15:00:00	300.886	302.899	300.657	302.508	60	86
2017-04-17 16:00:00	302.508	302.508	300.936	301.128	60	163
2017-04-17 17:00:00	301.128	301.399	300.666	300.999	60	113
2017-04-17 18:00:00	301.008	302.189	300.826	301.478	60	103
2017-04-17 19:00:00	301.476	301.979	300.898	301.206	60	136
2017-04-17 20:00:00	301.279	301.285	301.248	301.259	1	45
2017-04-18 13:00:00	299.536	300.649	297.886	300.2	30	268
2017-04-18 14:00:00	300.2	300.339	299.098	299.359	60	122
2017-04-18 15:00:00	299.398	300.719	299.016	299.447	60	172
2017-04-18 16:00:00	299.448	299.93	299.197	299.456	60	165
2017-04-18 17:00:00	299.456	300.56	299.428	299.476	60	95
2017-04-18 18:00:00	299.477	300.188	299.378	300.187	60	185
2017-04-18 19:00:00	300.188	300.79	299.746	300.249	60	72
2017-04-18 20:00:00	300.246	300.248	300.246	300.248	1	96
2017-04-19 13:00:00	302.267	306.578	302.048	305.358	30	228
2017-04-19 14:00:00	305.359	305.899	304.046	305.149	60	202
2017-04-19 15:00:00	305.146	306.34	304.956	305.369	60	75
2017-04-19 16:00:00	305.389	305.735	304.356	304.609	60	65
2017-04-19 17:00:00	304.669	305.249	303.626	305.026	60	53
2017-04-19 18:00:00	305.027	305.448	304.076	304.726	60	133
2017-04-19 19:00:00	304.727	305.779	304.656	305.606	60	244
2017-04-19 20:00:00	305.606	305.606	305.505	305.505	1	16
2017-04-20 13:00:00	306.228	309.09	306.097	307.639	30	755
2017-04-20 14:00:00	307.639	308.19	305.178	307.039	60	183
2017-04-20 15:00:00	307.038	307.569	306.499	307.159	60	293
2017-04-20 16:00:00	307.159	307.609	306.778	307.159	60	122
2017-04-20 17:00:00	307.159	307.379	300.228	302.576	60	82
2017-04-20 18:00:00	302.578	303.76	301.346	302.457	60	22
